company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,primary_SIC_code,SIC6_description,SIC_code,primary_NAICS_code,NAICS8_description,parent_company_name,parent_company_ABI,classification,fossil_fuel_primary,clean_energy_primary,fossil_fuel_secondary,clean_energy_secondary,unique_id
US Silica Holdings,SLCA,US Silica Holdings Inc,,,,,,,,,,,,,f,,,,,5b4fca71-0c5f-4c42-8a18-e7d4d4492d8e
USA Compression Partners,USAC,USA Compression Partners LP,,,,,,,,,,,,,f,,,,,8153498f-f6de-4e4f-9f03-113b99963330
Uzma,7250,Uzma Bhd,,,,,,,,,,,,,f,,,,,2ae0b684-d49b-4d27-be74-13fdd567a9c4
VAALCO Energy,EGY,VAALCO Energy Inc,,,,,,,,,,,,,f,,,,,d8b6125b-223b-401f-8d62-233c24c89301
Valaris,VAL,Valaris Ltd,,,,,,,,,,,,,f,,,,,b77ae865-f13d-4a8b-8d82-c554bf650fcd
Vale,VALE3,Vale SA,,,,,,,,,,,,,f,,,,,f668325e-2141-463c-bf2e-b13e1963036c
Valero Energy,VLO,Valero Energy Corp,,,,,,,,,,,,,f,,,,,ed1aee45-b944-403c-87c9-ea65112b8afa
Valeura Energy,VLE,Valeura Energy Inc,,,,,,,,,,,,,f,,,,,2c967020-de7d-4d19-9ba1-b6eebfbadefc
Vallourec,VK,Vallourec SA,,,,,,,,,,,,,f,,,,,ff2ca0b5-840e-4a5a-b27f-7e04cad82742
Valvoline,VVV,Valvoline Inc,,,,,,,,,,,,,f,,,,,0388bd59-9133-4ae1-b054-78e27480a47a
Vantage Drilling Intl,VTDRF,Vantage Drilling International,,,,,,,,,,,,,f,,,,,1892008a-9390-4596-9866-09135f7cd90d
Var Energi,VARo,Var Energi ASA,,,,,,,,,,,,,f,,,,,db7d802f-2d0b-4408-9a28-ec534dd82969
Velesto Energy,5243,Velesto Energy Bhd,,,,,,,,,,,,,f,,,,,783b8bd4-794a-4b05-af2e-0e73fc07fb15
Vermilion Energy,VET,Vermilion Energy Inc,,,,,,,,,,,,,f,,,,,59738bbd-f3f8-49fd-8d1f-54414ac77426
Vertex Energy,VTNR,Vertex Energy Inc,,,,,,,,,,,,,f,,,,,d02fe0b6-e776-4f83-8eb1-fa336b82b771
Vietnam National,PLX,Tập đoàn Xăng dầu Việt Nam,,,,,,,,,,,,,f,,,,,ada3d2e4-78f5-4210-8a92-c5ea340eb727
Viper Energy,VNOM,Viper Energy Inc,,,,,,,,,,,,,f,,,,,b5349d38-6b81-4e51-ac36-b9448c6c24cf
Vista Energy,VISTAA,Vista Energy SAB de CV,,,,,,,,,,,,,f,,,,,a69f1ae2-1d56-4247-84c3-460fcda16ea6
Vital Energy,VTLE,Vital Energy,,,,,,,,,,,,,f,,,,,edd16aed-51d1-4ea6-8af6-eafc52bfc667
Vitesse Energy,VTS,Vitesse Energy Inc,,,,,,,,,,,,,f,,,,,9313cdf7-c697-4bba-abc0-6022d7126bb9
Viva Energy Group,VEA,Viva Energy Group Ltd,,,,,,,,,,,,,f,,,,,3e3a92af-6d0c-4a45-ad7b-9853e446b0f6
Vivakor,VIVK,Vivakor Inc,,,,,,,,,,,,,f,,,,,0c4923fc-faf0-492c-bf20-e4adf6a82f6a
VOC Energy,VOC,VOC Energy Trust,,,,,,,,,,,,,f,,,,,d0a8b134-3836-4ec3-a0dc-42b39a94df72
W&T Offshore,WTI,W&T Offshore Inc,,,,,,,,,,,,,f,,,,,c4c960ed-3cb3-4148-bc39-c285dd872b60
Wasco,5142,Wasco Bhd,,,,,,,,,,,,,f,,,,,7e83d55e-1d71-4d8b-b905-630fca021b1e
Weatherford International,WFRD,Weatherford International PLC,,,,,,,,,,,,,f,,,,,1407e028-ce40-4912-af8f-c40040e1846a
Westcore Energy,WTR.H,Westcore Energy Ltd,,,,,,,,,,,,,f,,,,,eaaaae19-9198-47e4-ae0d-fad65c2acaf5
Western Midstream,WES,Western Midstream Partners LP,,,,,,,,,,,,,f,,,,,86ba5569-4c16-42f7-a330-d69b47267e20
Whitecap Res,WCP,Whitecap Resources Inc,,,,,,,,,,,,,f,,,,,5cc5a22c-1f94-4295-b37c-e124e0821515
Williams Companies,WMB,Williams Companies Inc,,,,,,,,,,,,,f,,,,,3336d9d7-135c-4ed7-8ab8-ea4d7c6cb471
Woodside Energy Group,WDS,Woodside Energy Group Ltd,,,,,,,,,,,,,f,,,,,6a1186b3-53f6-4b87-b91d-79cfab19695a
World Kinect,WKC,World Kinect Corp,,,,,,,,,,,,,f,,,,,307e720a-145e-4419-9049-23e167af25f9
Worley,WOR,Worley Ltd,,,,,,,,,,,,,f,,,,,a16c602d-903c-424a-bf72-b366c01227a5
Wuxi Huaguang Environment,600475,无锡华光环保能源集团股份有限公司,,,,,,,,,,,,,f,,,,,6408de0c-9fad-4fe2-afa8-929e6e81427b
Xcel Energy,XEL,Xcel Energy Inc,,,,,,,,,,,,,f,,,,,8aad2283-d336-473b-b60f-82db398bd6cf
Yanchang Ptrl Intl,346,延长石油国际有限公司,,,,,,,,,,,,,f,,,,,5e2ce632-2310-413b-b023-43277d316db4
Yangarra Resources,YGR,Yangarra Resources Ltd,,,,,,,,,,,,,f,,,,,0159c5ed-f69f-4632-bd71-99ac4f4fb160
Yangzijiang Shipbuilding,BS6,Yangzijiang Shipbuilding (Holdings) Ltd,,,,,,,,,,,,,f,,,,,ca645ac1-3423-4aea-807e-6130ca699f05
Yantai Jereh Oilfield,2353,烟台杰瑞石油服务集团股份有限公司,,,,,,,,,,,,,f,,,,,f8c567ae-6e29-4dcc-8d9f-6654974004df
Yinson Holdings,7293,Yinson Holdings Bhd,,,,,,,,,,,,,f,,,,,0a693d6f-2c2e-430f-a754-83a6dccf8155
YPF,YPFD,YPF SA,,,,,,,,,,,,,f,,,,,43f11189-821f-475d-b30a-11fee63bdf90
Yunnan Energy Investment,2053,云南能源投资股份有限公司,,,,,,,,,,,,,f,,,,,a8e57342-fbb3-4d80-b6b4-d24df3626178
Ze Pak,ZEP,Ze Pak SA,,,,,,,,,,,,,f,,,,,1ad1a8ec-91f7-4833-9064-c0b3bc5fe8b4
Zhongman Petroleum,603619,中曼石油天然气集团股份有限公司,,,,,,,,,,,,,f,,,,,eb639b80-2e15-4797-b1fa-c4f4cef11280
Zhuhai Port,507,珠海港股份有限公司,,,,,,,,,,,,,f,,,,,14aee0b2-7cc2-4c3f-aa20-6c36eb730ce7
ABM Investama,ABMM,PT ABM Investama Tbk,,,,,,,,,,,,,f,,,,,91054b18-d6da-4b58-a3f7-9fc52f6ec0e8
Aboitiz Equity Ventures,AEV,Aboitiz Equity Ventures Inc,,,,,,,,,,,,,f,,,,,6f03ecfd-6e57-4811-9000-b70369c23b9e
Aboitiz Power,AP,Aboitiz Power Corp,,,,,,,,,,,,,f,,,,,196d4e29-38ac-402d-8997-c867100fd522
Adani Energy Solutions,539254,Adani Energy Solutions Ltd,,,,,,,,,,,,,f,,,,,72ac78ab-e5c9-4df7-83a3-11907f359711
Adani Enterprises,512599,Adani Enterprises Ltd,,,,,,,,,,,,,f,,,,,c32f2ae8-8409-4504-b05b-d9533ebb8c9c
Adani Power,533096,Adani Power Ltd,,,,,,,,,,,,,f,,,,,d9c74690-b848-420a-8085-9a2e6258288b
Adaro Energy Indonesia,ADRO,PT Adaro Energy Indonesia Tbk,,,,,,,,,,,,,f,,,,,eda43bef-f82e-44d8-b5e3-93e1459d8f8f
Adaro Minerals Indonesia,ADMR,PT Adaro Minerals Indonesia Tbk,,,,,,,,,,,,,f,,,,,ef9902b4-0a23-4adf-aef7-fce173eac38c
African Rainbow Minerals,ARI,African Rainbow Minerals Ltd,,,,,,,,,,,,,f,,,,,603df357-bf74-4abd-b898-e6988ce47785
Alliance Res Partners,ARLP,Alliance Resource Partners LP,,,,,,,,,,,,,f,,,,,3faab48f-dbad-43d1-bf03-ecbaf8f8380f
Alliant Energy,LNT,Alliant Energy Corp,,,,,,,,,,,,,f,,,,,d322f9e4-6717-42fb-805e-f6e8ed93f63e
Alpha Metallurgical,AMR,Alpha Metallurgical Resources Inc,,,,,,,,,,,,,f,,,,,2c5e3662-6289-43fc-bca8-a91dc9c578fe
Altinyag Kombinalari,ALMAD,ALTINYAĞ KOMBİNALARI A.Ş.,,,,,,,,,,,,,f,,,,,3630036b-a733-4e1b-b134-176bf7c46c00
Aluminum Corp of China,601600,中国铝业股份有限公司,,,,,,,,,,,,,f,,,,,a4480431-aaa7-4d76-87af-1037cd873341
Ambuja Cements,500425,Ambuja Cements Ltd,,,,,,,,,,,,,f,,,,,98df9a26-411d-4205-8143-03ef2919832a
Ameren,AEE,Ameren Corp,,,,,,,,,,,,,f,,,,,00df3a6d-a2b8-4f46-b36a-c70ecf80d8f5
American Res,AREC,American Resources Corp,,,,,,,,,,,,,f,,,,,ab454bfa-baae-44cb-bfbd-036ac4c5b034
An Hui Wenergy,543,安徽省皖能股份有限公司,,,,,,,,,,,,,f,,,,,a89a5dc3-84dd-44f6-bf95-c031917d259f
Anglo American,AAL,Anglo American PLC,,,,,,,,,,,,,f,,,,,e9e90ba6-2b1d-4c84-8bff-7022ca4a57e5
Anhui Hengyuan Coal,600971,安徽恒源煤电股份有限公司,,,,,,,,,,,,,f,,,,,51b95135-e62b-4d3a-be9d-a3418526caa5
APSEZ,532921,Adani Ports & Special Economic Zone Ltd,,,,,,,,,,,,,f,,,,,4ea8f428-b43a-4709-a308-6f19e7603bc0
Arch Resources,ARCH,Arch Resources Inc,,,,,,,,,,,,,f,,,,,4c157946-90ab-407b-8ced-1cd0a813169d
Asia Green Energy,AGE,บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,74180ae3-d44d-481e-9f76-cbe597db7744
Astra International,ASII,PT Astra International Tbk,,,,,,,,,,,,,f,,,,,97b28d94-ef17-4c8c-bf5c-c3ff14dcf943
Astrindo Nusantara,BIPI,PT Astrindo Nusantara Infrastruktur Tbk,,,,,,,,,,,,,f,,,,,c5b4cefc-6b8a-41c3-ad97-6c5fb6b213b6
Aurizon Holdings,AZJ,Aurizon Holdings Ltd,,,,,,,,,,,,,f,,,,,58fae198-2dc3-4459-8597-512a63f49d74
Avista,AVA,Avista Corp,,,,,,,,,,,,,f,,,,,a6d983f0-7513-4a59-8676-3874e25abf40
Bajaj Hindusthan Sugar,500032,Bajaj Hindusthan Sugar Ltd,,,,,,,,,,,,,f,,,,,326b8296-7ca0-4d81-932a-b6ed11127f0f
Banpu,BANPU,บริษัท บ้านปู จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,2b80a44a-84b6-4d16-8d46-624a937b4cf1
Banpu Power,BPP,บริษัท บ้านปู เพาเวอร์ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,e29eb3ea-7e57-4c4a-a94b-2f0213a59096
Baotailong New Materials,601011,宝泰隆新材料股份有限公司,,,,,,,,,,,,,f,,,,,71a104ea-ddb5-4f20-afa0-fad36c3fa762
Baramulti Suksessarana,BSSR,PT Baramulti Suksessarana Tbk,,,,,,,,,,,,,f,,,,,60f5cc88-551e-471a-a155-d3f854324546
Bathurst Resources,BRL,Bathurst Resources Ltd,,,,,,,,,,,,,f,,,,,55921ec2-5e40-47de-a52b-ce7fcdc17370
Bayan Resources,BYAN,PT Bayan Resources Tbk,,,,,,,,,,,,,f,,,,,45d933ca-24e8-4130-99ff-b15443b28156
Beijing Haohua Energy,601101,北京昊华能源股份有限公司,,,,,,,,,,,,,f,,,,,55280220-8212-4fd5-a74c-82f74a508230
Beijing Jingneng Power,600578,北京京能电力股份有限公司,,,,,,,,,,,,,f,,,,,46236f9a-97a0-47c3-88c0-02c4e6a2cd95
Bharat Heavy Electricals,500103,Bharat Heavy Electricals Ltd,,,,,,,,,,,,,f,,,,,e67ab2b0-cb45-4bff-9a88-f33bd93c200e
Black Hills,BKH,Black Hills Corp,,,,,,,,,,,,,f,,,,,d579fc29-5bc2-45e4-ae7e-ebea35624c94
Bowen Coking Coal,BCB,Bowen Coking Coal Ltd,,,,,,,,,,,,,f,,,,,ddce6398-3c43-4c7f-ab45-98072268cb64
Bukit Asam,PTBA,PT Bukit Asam Tbk,,,,,,,,,,,,,f,,,,,d7b004d1-68c9-4747-8ed8-afd9c27d7b72
Bumech,BMC,Bumech S.A.,,,,,,,,,,,,,f,,,,,257bfd51-4949-4eb2-8f50-0e6f5e3965f6
Bumi Resources,BUMI,PT Bumi Resources Tbk,,,,,,,,,,,,,f,,,,,d3f2a9b7-f839-4f9e-9fd7-92b11305521d
CAN2 Termik,CANTE,CAN2 Termik AS,,,,,,,,,,,,,f,,,,,500e58ec-7659-4a07-96d7-f1f4a772f5e8
CCS Supply Chain,600180,瑞茂通供应链管理股份有限公司,,,,,,,,,,,,,f,,,,,4a5b2263-f0cb-48f8-ab28-4c3302e1e54d
CESC,500084,CESC Ltd,,,,,,,,,,,,,f,,,,,03b6d37d-e362-4973-8553-245cb7de604b
China Camc Engineering,2051,中工国际工程股份有限公司,,,,,,,,,,,,,f,,,,,2f1507c0-b594-43ca-8364-8d47996cf535
China Coal Energy,1898,中国中煤能源股份有限公司,,,,,,,,,,,,,f,,,,,7da7ee5b-7c04-4c19-8d42-de8962925644
China Coal Xinji Energy,601918,中煤新集能源股份有限公司,,,,,,,,,,,,,f,,,,,ba9cdb16-d3fb-4ab1-9d86-d5f50f1dd393
China Daye Non-Ferrous,661,中国大冶有色金属矿业有限公司,,,,,,,,,,,,,f,,,,,146427e1-cae9-4e22-a1d6-645f652f99fe
China Leon Inspection,1586,中国力鸿检验控股有限公司,,,,,,,,,,,,,f,,,,,330bfe51-4764-41a6-bcb4-f3afb9cac6d4
China Natural Resources,CHNR,中国天然资源有限公司,,,,,,,,,,,,,f,,,,,30ae2fa6-4e6a-46d5-9f4d-d041ca1b3da0
China Power Intl Dev,2380,中國電力國際發展有限公司,,,,,,,,,,,,,f,,,,,9bb130b0-2a2a-4315-b1bd-33f7eb139632
China Shenhua Energy,601088,中国神华能源股份有限公司,,,,,,,,,,,,,f,,,,,f23cdca6-1abf-47b7-b4e2-2fd0e221e4ce
China XLX Fertiliser,1866,China XLX Fertiliser Ltd,,,,,,,,,,,,,f,,,,,14478903-9fc8-49ab-9b89-966ec3e04855
CHN Energy Changyuan,966,国电长源电力股份有限公司,,,,,,,,,,,,,f,,,,,e56a5149-5990-412f-8f45-7c93308815c4
Chugoku Electric Power,9504,中国電力株式会社,,,,,,,,,,,,,f,,,,,0f2195f7-c6ce-44d9-b4d7-080380493fad
Cikarang Listrindo,POWR,PT Cikarang Listrindo Tbk,,,,,,,,,,,,,f,,,,,78272581-f9ac-4304-b000-75f339aadd7b
CITIC,267,中國中信股份有限公司,,,,,,,,,,,,,f,,,,,4fde0c60-d304-4e1d-8d01-2738c390b868
Coal India,COALINDIA,Coal India Ltd,,,,,,,,,,,,,f,,,,,493f589f-45c4-443d-9b02-3413ee8f25a6
Colbun,COLBUN,Colbun SA,,,,,,,,,,,,,f,,,,,fb9a829c-ee1b-4ffc-84f5-a8d0e118ccf3
Colonial Coal Intl,CAD,Colonial Coal International Corp,,,,,,,,,,,,,f,,,,,9d4b1789-f762-4948-af20-865dd29ff2a0
CONSOL Energy,CEIX,CONSOL Energy Inc,,,,,,,,,,,,,f,,,,,78164ef7-713f-4f0d-9151-68f33cd0f1fe
Contango Holdings,CGO,Contango Holdings PLC,,,,,,,,,,,,,f,,,,,424dc296-2843-4351-9d04-5b8d9700d2ec
Coronado Global Resources,,Coronado Global Resources Inc,,,,,,,,,,,,,f,,,,,60206a5f-e80d-467d-bd1c-8c4fc87821bb
CSX,CSX,CSX Corp,,,,,,,,,,,,,f,,,,,d5833ee7-edd8-4686-a4be-c4d1adf10e07
Dalmia Bharat,542216,Dalmia Bharat Ltd,,,,,,,,,,,,,f,,,,,6def5c50-b377-4749-beaf-06de8f5eeb05
Daqin Railway Co,601006,大秦铁路股份有限公司,,,,,,,,,,,,,f,,,,,4ba09624-3c57-4de8-9d2c-89999bd17c6d
Datang Huayin Electric,600744,大唐华银电力股份有限公司,,,,,,,,,,,,,f,,,,,1e4df715-d029-4558-9a9b-4b8659498cf6
Delta Dunia Makmur,DOID,PT Delta Dunia Makmur Tbk,,,,,,,,,,,,,f,,,,,85009ed9-a68a-4272-b408-a06ce1bc2a53
DMCI Holdings,DMC,DMCI Holdings Inc,,,,,,,,,,,,,f,,,,,971fae84-c5b4-48ef-85ea-5095736d79c3
Dongfang Electric Corp,600875,东方电气股份有限公司,,,,,,,,,,,,,f,,,,,da33f3a3-6fe8-4c58-8389-ee3947aef79d
Doosan Enerbility,34020,두산에너빌리티(주),,,,,,,,,,,,,f,,,,,e8f1bd8f-42e8-4608-9a02-75e0e08b5a85
E-Commodities Holdings,1733,易大宗控股有限公司,,,,,,,,,,,,,f,,,,,9b0b14a0-f99c-4c07-8755-3cc643822a3c
Electric Power,9513,電源開発株式会社,,,,,,,,,,,,,f,,,,,ef5fdda9-7072-4c4a-aeec-cede18d778a2
Electricity Generating,EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,a2ba2289-f461-46cd-aac3-a33105334ba6
ELION ENERGY,600277,亿利洁能股份有限公司,,,,,,,,,,,,,f,,,,,6b21763f-81cd-4670-b8a0-baae77a7da10
Emera,EMA,Emera Inc,,,,,,,,,,,,,f,,,,,c3e4f345-e3a8-4400-80b2-2f0b8cec2dbb
Empresas COPEC,COPEC,Empresas COPEC SA,,,,,,,,,,,,,f,,,,,0811a521-c34c-49a1-ba77-85625b22b62d
EVRAZ,EVR,EVRAZ PLC,,,,,,,,,,,,,f,,,,,ac6ea58a-9643-4122-9c1f-4b01ac962c00
Exxaro Resources,EXX,Exxaro Resources Ltd,,,,,,,,,,,,,f,,,,,5ccf2957-be29-41b6-9c85-8d2875ef522b
FirstEnergy,FE,FirstEnergy Corp,,,,,,,,,,,,,f,,,,,6793a209-f65b-4882-a09d-41bb30f2e8c5
Fujian Funeng Co,600483,福建弗能有限公司,,,,,,,,,,,,,f,,,,,dd5874c4-9b07-4af4-93ad-34cc705bf11f
Gansu Energy Chemical,552,甘肃能化股份有限公司,,,,,,,,,,,,,f,,,,,1e8b0e5b-4405-409e-a0cf-1b88b514acc3
Geo Energy Resources,RE4,Geo Energy Resources Ltd,,,,,,,,,,,,,f,,,,,3e947bff-9123-4a47-94d1-571ab1b25608
Globaltrans Investment,,Globaltrans Investment PLC,,,,,,,,,,,,,f,,,,,689319e8-e3c8-4a41-a5fc-77701a3678f0
GMR Power and Urban Infra,543490,GMR Power and Urban Infra Ltd,,,,,,,,,,,,,f,,,,,f0d46cec-f592-4910-9276-f1fd453a7213
GPSC,GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,8d3c8c70-334b-4dc1-ad50-2ed153d57d56
Grand Ocean Adv Res Co,65,弘海高新资源有限公司,,,,,,,,,,,,,f,,,,,71f286d6-b1dd-4748-a2c3-d909e924bc10
Grenevia,GEA,GRENEVIA SPÓŁKA AKCYJNA,,,,,,,,,,,,,f,,,,,a3b80f23-2004-47a4-a18b-bdeecd4f6072
Grindrod,GND,Grindrod Ltd,,,,,,,,,,,,,f,,,,,e8facda0-f8b3-4547-855d-a6e6d843b5ac
Guangdong Hongda Holdings,2683,广东宏大控股集团股份有限公司,,,,,,,,,,,,,f,,,,,ec68048a-93eb-4c1e-b97c-0fe635414c21
Guangxi Guiguan Electric,600236,广西桂冠电力股份有限公司,,,,,,,,,,,,,f,,,,,5c44fc8a-d2b1-4bfc-bd11-f09ca08fb187
Guizhou Panjiang Refined,600395,贵州盘江精煤股份有限公司,,,,,,,,,,,,,f,,,,,18aa463c-8bf3-428c-ae5c-97eae4e1e654
Gujarat Industries Power,517300,Gujarat Industries Power Co Ltd,,,,,,,,,,,,,f,,,,,7b18ec91-2542-4b67-81ce-5c4bb1442576
Gujarat Mineral Dev Corp,532181,Gujarat Mineral Development Corp Ltd,,,,,,,,,,,,,f,,,,,611399b5-c13f-4e60-a4c8-0d8e4b09749f
GVK Power & Infra,532708,GVK Power & Infrastructure Ltd,,,,,,,,,,,,,f,,,,,bb68cb09-bb2a-400e-880c-b1f3f9e693a3
Hallador Energy,HNRG,Hallador Energy Co,,,,,,,,,,,,,f,,,,,2d5f9f4f-6d62-4445-b28a-f6e4f436baa3
Hangzhou Cogeneration,605011,杭州热电集团股份有限公司,,,,,,,,,,,,,f,,,,,5093b90e-cf5e-4f62-80e3-13205f2cae74
Harbin Electric Co,1133,哈尔滨电气股份有限公司,,,,,,,,,,,,,f,,,,,c8058dc6-6158-43fc-8823-f9675aab6526
Harbin Hatou Inv Co,600864,哈尔滨哈投投资股份有限公司,,,,,,,,,,,,,f,,,,,ae109f67-4728-4c0a-9c14-ce7ee5623e4f
Harum Energy,HRUM,PT Harum Energy Tbk,,,,,,,,,,,,,f,,,,,bf81e75e-e44a-46dc-b4bc-3716a9139876
Henan Jinma Energy Co,6885,河南金马能源股份有限公司,,,,,,,,,,,,,f,,,,,c02df10a-b29c-4dfa-a31f-c43da8ad4196
Henan Shenhuo Coal,933,河南神火煤电股份有限公司,,,,,,,,,,,,,f,,,,,7773da86-e475-405f-bc82-6daab2e12ba8
Henan Yuneng Hodings,1896,河南豫能控股股份有限公司,,,,,,,,,,,,,f,,,,,764e4d9d-25a6-4326-ade9-70b645f38d96
Hindalco Industries,HINDALCO,Hindalco Industries Ltd,,,,,,,,,,,,,f,,,,,63baefcd-431d-4c8f-95cc-1c864706a0a4
Hokkaido Electric Power,9509,北海道電力株式会社,,,,,,,,,,,,,f,,,,,c5ccc141-7849-4f8d-a425-d1ad5719f88c
Hokuriku Electric Power,9505,北陸電力株式会社,,,,,,,,,,,,,f,,,,,72927317-7fad-4596-b03a-0156f73509b5
Huaibei Mining Hldgs Co,600985,淮北矿业控股股份有限公司,,,,,,,,,,,,,f,,,,,353bec1e-e7aa-4328-b1a1-a6e5071612b0
Huaihe Energy (Group),600575,淮河能源(集团)股份有限公司,,,,,,,,,,,,,f,,,,,bf6ccf29-9101-4365-a5cc-fc3ed8aab78a
Hub Power Co,HUBC,Hub Power Co Ltd,,,,,,,,,,,,,f,,,,,683dbe4d-796f-49a5-9342-b2e47441d8c0
Hubei Energy Group,883,湖北能源集团股份有限公司,,,,,,,,,,,,,f,,,,,b652ef8b-df08-4e8c-b585-6e19783d4e2f
Hubei Yihua Chemical,422,湖北宜化化工股份有限公司,,,,,,,,,,,,,f,,,,,7916075e-0f5b-4103-8ae8-1622f4863844
Indika Energy,INDY,PT Indika Energy Tbk,,,,,,,,,,,,,f,,,,,0a4139d3-1501-45c3-8f6c-1a679e4e9258
Indo Tambangraya Megah,ITMG,PT Indo Tambangraya Megah Tbk,,,,,,,,,,,,,f,,,,,6ad7fbaa-bec9-43c1-a636-db34dcccb3f1
Inner Mongolia Dian Tou,2128,内蒙古霍林河露天煤业股份有限公司,,,,,,,,,,,,,f,,,,,e6006155-3094-4ade-9a72-50cb9f7b3347
Inner Mongolia ERDOS,600295,内蒙古鄂尔多斯资源股份有限公司,,,,,,,,,,,,,f,,,,,18eac46f-86dd-4455-9e9a-322205617c1b
Inner Mongolia Junzheng,601216,内蒙古君正能源化工集团股份有限公司,,,,,,,,,,,,,f,,,,,f4553bdc-ecd8-46c3-8ba1-8cf41dfa2513
Inner Mongolia Mengdian,600863,内蒙古蒙电华能热电股份有限公司,,,,,,,,,,,,,f,,,,,c55a5d8c-f249-407c-ba68-94da5d7fff23
Inner Mongolia Yitai Coal,900948,内蒙古伊泰煤炭股份有限公司,,,,,,,,,,,,,f,,,,,87726c44-3241-44ec-b002-5cf97509ca04
Inter RAO UES,IRAO,ПАО Интер РАО ЕЭС,,,,,,,,,,,,,f,,,,,0cacdb53-b066-4a94-9d6a-045a422b9310
Italian-Thai Development,ITD,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,a750cd46-a3be-4ba6-b6e3-4afcc60bc583
Jaiprakash Power Ventures,532627,Jaiprakash Power Ventures Ltd,,,,,,,,,,,,,f,,,,,64b2fb87-1672-4d5d-bd53-6fc39747a8ea
Jardine Cycle & Carriage,C07,Jardine Cycle & Carriage Ltd,,,,,,,,,,,,,f,,,,,c09326ed-6ac0-46a9-bca0-b9df6bbb09eb
Jardine Matheson Hldgs,J36,Jardine Matheson Holdings Ltd,,,,,,,,,,,,,f,,,,,8fd0ff5d-2e90-4bca-bcee-a1f9e230682a
Jastrzebska Spolka,JSW,Jastrzebska Spolka Weglowa SA,,,,,,,,,,,,,f,,,,,7a691d25-7e52-4bcd-810c-b730e3ded7ba
Jiangsu Xukuang Energy,600925,江苏徐矿能源股份有限公司,,,,,,,,,,,,,f,,,,,9d7c61e0-33a3-4ad1-9b27-f9219e7cb8b1
Jiangxi Ganneng,899,江西赣能股份有限公司,,,,,,,,,,,,,f,,,,,721619d4-db19-46b5-82cb-167ece597609
Jilin Electric Power Co,875,吉林电力股份有限公司,,,,,,,,,,,,,f,,,,,af4c9d92-bebf-4f91-98be-ada38e6667bf
Jindal Steel & Power,532286,Jindal Steel & Power Ltd,,,,,,,,,,,,,f,,,,,08a2f2f7-36b9-4cd3-a6db-7003c6e62e17
Jinneng Holding Shanxi,601001,晋能控股山西煤业股份有限公司,,,,,,,,,,,,,f,,,,,42f67dec-0913-4391-8bad-aa135d2f5694
Jinneng Holding Shanxi,767,晋能控股山西电力股份有限公司,,,,,,,,,,,,,f,,,,,57e369b8-8389-4eff-8d21-96900e4796ce
Jizhong Energy Res Co,937,冀中能源股份有限公司,,,,,,,,,,,,,f,,,,,be65ef2e-1aff-4636-ad2d-c7b4663d9dbd
JSW Energy,JSWENERGY,JSW Energy Ltd,,,,,,,,,,,,,f,,,,,b077b490-6111-447e-a34e-9e3b7c7a97b7
JSW Steel,500228,JSW Steel Ltd,,,,,,,,,,,,,f,,,,,cca5cf7a-9a07-451b-aa65-35b29575fde0
Kailuan Energy Chemical,600997,开滦能源化工股份有限公司,,,,,,,,,,,,,f,,,,,57e62b95-a3ab-47a5-97e6-12edce72275b
Kansai Electric Power,9503,関西電力株式会社,,,,,,,,,,,,,f,,,,,dea83083-b96d-4829-bfee-62563f06bdb4
Kinetic Dev Gr,1277,力量发展集团有限公司,,,,,,,,,,,,,f,,,,,5f7e840f-a19d-4b8b-b4ae-6e21bc6c231b
Kyungdong Invest Co,12320,(주)경동인베스트,,,,,,,,,,,,,f,,,,,09dd0217-9a8a-4b0c-ad6d-9861dab226b9
Lanhua Sci-Tech Venture,600123,山西兰花科技创业股份有限公司,,,,,,,,,,,,,f,,,,,e7a27bd2-885d-4f8d-ae96-afdcf3ed84e9
Lanna Resources,LANNA,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,ae95ae16-7124-4348-96fe-1b3dbd3106ef
Luenmei Quantum Co,600167,联美量子股份有限公司,,,,,,,,,,,,,f,,,,,94eafda6-fa24-4b3a-8f67-319f8d155359
LW Bogdanka,LWB,LW Bogdanka S.A.,,,,,,,,,,,,,f,,,,,baa236a0-fa59-4c8a-897b-77b9a6102b9d
LX Intl,1120,(주)LG상사,,,,,,,,,,,,,f,,,,,a918a56d-838e-479e-9bc9-dd6ca6fc5015
Magnitogorsk Iron & Steel,MAGN,Публичное акционерное общество Магнитогорский металлургический комбинат,,,,,,,,,,,,,f,,,,,f5c9d62d-64f2-4bc0-b061-3b739cc0a413
Mechel PAO,MTLR,Мечел ПАО,,,,,,,,,,,,,f,,,,,ab3a3c25-69e0-4501-a437-0fd16d340fce
